msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022
E02001032,20,52,26,0,3,8,13,1,0,5,5,8,13,7,6
E02001081,20,33,24,0,5,3,14,2,0,4,4,5,17,8,4
E02001207,20,27,24,1,3,4,8,2,0,5,5,6,16,5,7
E02001250,20,40,21,1,3,5,8,3,0,4,4,6,17,6,5
E02001285,20,24,26,0,7,5,9,2,0,5,5,6,16,8,7
E02001411,20,36,20,0,2,5,8,4,0,4,4,6,14,7,6
E02001496,20,24,27,0,3,3,14,4,0,4,4,6,17,4,6
E02001612,20,40,30,0,0,1,20,1,0,4,4,8,13,6,8
E02001928,20,71,23,0,1,7,12,2,0,5,5,10,13,7,8
E02001986,20,75,23,1,2,9,9,2,0,5,5,5,18,5,7
E02002040,20,19,22,2,4,7,5,4,0,4,4,7,14,5,7
E02002046,20,57,22,0,2,7,11,0,0,4,4,7,15,4,6
E02002128,20,29,25,0,3,5,13,0,0,4,4,4,18,5,6
E02002291,20,26,29,1,2,9,14,3,0,4,4,9,13,6,8
E02002403,20,29,21,1,1,12,8,0,0,4,4,8,14,4,6
E02002951,20,38,25,0,1,6,17,1,0,5,5,5,18,5,7
E02002978,20,45,22,0,0,7,10,4,0,4,4,8,13,8,4
E02003116,20,62,22,0,5,1,13,3,0,5,5,7,14,8,7
E02003165,20,75,31,0,2,4,19,2,0,5,5,5,18,7,6
E02003229,20,35,22,0,1,3,14,4,0,4,4,5,16,8,6
E02003423,20,42,23,0,3,6,10,2,0,4,4,6,15,8,5
E02003671,20,36,23,1,3,7,8,1,0,4,4,9,12,5,6
E02003687,20,26,27,0,3,6,14,2,0,3,3,9,12,5,4
E02003739,20,47,22,0,4,3,11,3,0,4,4,9,12,6,5
E02003801,20,38,20,0,7,4,7,2,0,5,5,10,14,8,8
E02004195,20,33,25,0,2,8,12,2,0,4,4,4,18,5,6
E02004290,20,39,23,0,1,5,11,3,0,4,4,4,19,7,5
E02004329,20,25,26,0,1,10,11,2,0,5,5,6,17,7,9
E02004695,20,60,27,0,1,6,17,3,0,6,6,7,14,8,8
E02004729,20,63,24,0,5,5,13,1,0,5,5,6,17,8,9
E02004791,20,58,21,0,0,3,15,1,0,4,4,10,11,6,7
E02004836,20,32,22,0,6,4,4,7,0,4,4,8,15,5,9
E02005016,20,69,22,0,5,4,11,1,0,5,5,6,15,6,9
E02005228,20,61,22,0,9,5,5,2,0,4,4,6,15,6,4
E02005355,20,32,30,0,2,1,21,3,1,4,4,7,15,7,6
E02006101,20,32,29,0,3,2,22,2,0,3,3,7,14,6,5
E02006140,20,37,23,1,2,7,6,4,0,5,5,5,16,9,6
E02006159,20,29,23,1,5,2,14,1,0,4,4,7,15,6,7
E02006167,20,31,28,1,0,4,19,1,0,6,6,6,19,9,6
E02006172,20,27,21,0,2,3,10,4,0,6,6,9,13,7,9
E02006188,20,31,27,0,2,1,21,1,0,4,4,4,18,7,4
E02006220,20,36,24,0,3,4,15,2,0,5,5,9,12,7,6
E02006285,20,61,24,1,2,3,14,5,0,4,4,7,14,6,6
E02006521,20,30,22,0,3,3,12,4,0,5,5,7,16,8,6
E02006692,20,39,26,0,4,2,16,3,0,4,4,4,18,6,7
E02006758,20,39,26,0,2,3,16,1,4,4,4,5,17,6,4
E02006835,20,51,27,0,0,5,15,3,0,4,4,4,19,8,5
W02000194,20,14,24,0,4,3,14,2,0,4,4,5,16,6,9
W02000255,20,36,31,1,0,3,23,4,0,4,4,7,14,9,7
W02000267,20,48,34,0,0,10,22,2,0,4,4,9,13,5,4
W02000278,20,33,29,0,1,2,22,0,0,6,6,7,16,8,9
W02000378,20,21,20,1,4,7,8,1,0,4,4,9,12,7,5
W02000381,20,29,23,0,4,4,10,4,0,4,4,6,15,8,8
W02000387,20,22,23,0,3,6,13,0,0,4,4,9,12,9,7
E02000754,19,41,22,0,3,5,13,0,0,4,4,5,16,4,6
E02001033,19,24,28,0,2,1,22,2,0,4,4,7,13,5,6
E02001117,19,24,35,0,1,3,28,3,0,3,3,5,15,6,4
E02001156,19,30,24,0,2,3,15,2,0,7,7,9,15,8,9
E02001194,19,30,23,0,5,11,3,3,0,4,4,9,12,6,10
E02001199,19,38,21,0,6,4,10,1,0,5,5,6,15,7,7
E02001201,19,34,25,0,2,3,16,4,0,4,4,4,17,11,4
E02001221,19,24,20,1,6,4,6,4,0,4,4,4,17,6,6
E02001230,19,31,22,0,2,4,13,1,0,4,4,8,14,5,7
E02001302,19,26,23,0,2,4,9,3,0,5,5,9,12,6,5
E02001443,19,38,22,0,12,4,5,0,0,4,4,4,17,8,5
E02001555,19,55,27,0,1,6,16,1,0,4,4,5,17,5,6
E02001982,19,63,21,0,6,9,4,1,0,4,4,8,12,5,7
E02001998,19,20,21,0,3,5,13,0,0,4,4,5,17,10,5
E02002194,19,45,22,1,1,10,9,2,0,5,5,5,16,8,8
E02002509,19,41,26,0,5,4,12,2,0,4,4,8,12,5,6
E02002549,19,47,27,1,1,6,16,1,0,5,5,11,10,5,9
E02002563,19,23,23,0,2,3,12,1,0,4,4,4,17,7,6
E02002862,19,75,27,0,4,2,19,2,0,5,5,7,14,12,6
E02002949,19,23,26,0,2,7,14,0,0,4,4,5,16,4,7
E02002954,19,42,29,1,2,4,21,1,0,5,5,8,14,8,7
E02002988,19,25,21,0,9,3,4,3,0,3,3,5,16,5,11
E02003154,19,63,22,0,2,3,14,3,0,5,5,8,13,5,7
E02003171,19,82,23,0,0,6,10,4,0,5,5,7,13,6,7
E02003382,19,45,22,0,6,7,2,7,0,5,5,7,14,7,5
E02003669,19,58,20,0,4,4,8,3,0,4,4,4,16,6,5
E02003813,19,37,21,1,7,4,9,0,0,4,4,8,13,5,7
E02003817,19,31,24,1,3,3,12,4,0,4,4,6,15,5,9
E02003857,19,32,23,1,4,2,12,4,0,4,4,7,13,7,6
E02004220,19,56,24,0,3,2,17,2,0,4,4,5,16,4,7
E02004244,19,63,21,0,3,4,10,3,0,5,5,5,15,7,5
E02004357,19,102,21,0,6,5,7,1,0,5,5,8,13,8,7
E02004425,19,52,20,1,5,5,5,3,0,5,5,10,12,8,5
E02004562,19,63,23,0,2,6,12,2,0,5,5,8,13,7,7
E02004658,19,42,21,1,2,3,9,5,0,4,4,4,18,7,5
E02004675,19,44,21,0,6,4,9,2,0,5,5,9,12,10,6
E02004823,19,51,20,0,6,3,7,4,0,6,6,6,18,9,6
E02004869,19,28,24,0,1,4,14,3,0,4,4,6,15,6,5
E02004931,19,47,21,0,7,1,9,4,0,4,4,6,16,6,6
E02004955,19,52,27,0,2,2,20,3,0,4,4,6,15,7,5
E02005183,19,49,26,0,3,3,18,2,0,4,4,8,13,4,6
E02005240,19,51,24,1,0,7,15,2,0,4,4,8,14,7,6
E02005379,19,31,24,1,1,4,14,3,0,4,4,5,17,4,7
E02005932,19,41,21,0,5,3,8,3,0,4,4,6,14,5,5
E02006001,19,42,21,0,6,2,8,3,0,4,4,7,15,6,8
E02006124,19,40,23,1,4,2,12,3,0,5,5,8,14,6,5
E02006181,19,32,22,0,1,8,11,2,0,4,4,7,13,8,4
E02006222,19,39,27,0,1,4,20,2,0,5,5,5,17,9,5
E02006533,19,68,23,1,5,7,8,3,0,5,5,8,13,7,7
E02006656,19,50,31,0,4,3,22,2,0,5,5,7,14,5,7
E02006715,19,55,19,0,4,4,9,1,0,5,5,8,12,7,6
E02006746,19,51,21,0,6,8,6,1,0,4,4,6,13,6,4
E02006848,19,76,23,0,0,3,18,1,0,5,5,9,13,6,8
W02000071,19,11,31,1,4,7,18,1,0,5,5,7,13,5,5
W02000209,19,26,23,0,2,1,17,3,0,4,4,7,14,11,4
W02000218,19,43,24,1,0,6,14,1,0,5,5,7,14,8,6
W02000279,19,44,26,0,1,5,16,2,0,6,6,8,14,9,8
W02000307,19,22,26,0,1,4,17,3,0,4,4,9,11,5,6
W02000330,19,23,22,0,2,3,12,3,0,4,4,6,15,8,4
W02000351,19,29,22,0,1,1,18,2,0,4,4,6,15,7,6
W02000367,19,13,20,0,3,2,13,2,0,4,4,6,15,6,5
W02000401,19,16,26,0,4,4,6,2,0,4,4,11,11,5,6
W02000405,19,44,22,0,3,6,6,5,0,5,5,6,16,5,7
E02000161,18,61,20,0,2,2,13,2,0,5,5,7,13,5,8
E02000984,18,40,32,1,1,2,23,4,0,5,5,9,10,6,6
E02000986,18,35,21,0,0,9,8,3,0,5,5,5,16,7,6
E02001115,18,33,21,2,4,7,8,2,0,4,4,6,15,9,5
E02001160,18,49,22,0,1,6,13,1,0,4,4,5,15,4,6
E02001191,18,27,23,1,3,8,10,2,0,4,4,5,13,5,5
E02001274,18,28,23,0,2,2,17,1,0,5,5,7,13,8,7
E02001287,18,30,25,0,3,2,15,2,0,4,4,6,14,5,6
E02001293,18,36,25,1,1,5,13,4,0,4,4,5,15,6,7
E02001738,18,14,24,0,3,3,15,2,0,4,4,4,17,5,6
E02001740,18,17,20,0,6,4,6,2,0,4,4,5,14,8,5
E02001841,18,37,26,0,3,5,17,1,0,4,4,8,11,5,7
E02002042,18,38,25,0,3,4,16,1,0,5,5,9,11,6,5
E02002054,18,42,23,0,2,10,10,0,0,4,4,6,13,6,4
E02002153,18,58,25,0,2,3,18,1,0,5,5,5,14,5,6
E02002332,18,43,18,0,9,3,5,0,0,4,4,6,14,5,7
E02002483,18,60,20,0,4,7,8,1,0,6,6,11,10,8,7
E02002505,18,43,28,0,2,4,18,1,0,4,4,9,10,5,6
E02002512,18,30,30,1,6,4,15,0,0,3,3,5,13,8,7
E02002626,18,88,33,0,4,6,23,0,0,5,5,9,11,7,5
E02002774,18,35,25,0,7,4,9,4,1,4,4,4,16,6,6
E02002947,18,45,19,2,3,6,7,3,0,5,5,8,13,5,8
E02003003,18,31,23,0,7,3,12,1,0,4,4,10,10,5,10
E02003063,18,43,24,1,6,1,13,3,0,5,5,7,13,7,7
E02003298,18,57,20,0,4,7,6,1,0,5,5,7,12,5,7
E02003433,18,32,24,0,7,2,13,2,0,4,4,6,12,4,8
E02003824,18,36,19,0,3,6,7,3,0,3,3,4,14,5,4
E02003865,18,26,20,1,6,4,5,3,0,5,5,7,13,6,9
E02003871,18,47,20,0,3,5,6,3,0,4,4,4,15,5,4
E02003925,18,72,22,1,3,3,13,3,0,5,5,11,10,8,7
E02004110,18,34,20,1,2,3,14,1,0,5,5,10,9,6,6
E02004286,18,37,20,0,2,5,8,5,0,3,3,5,14,5,6
E02004798,18,60,23,0,6,3,9,4,0,4,4,7,12,9,5
E02004812,18,65,20,0,2,5,9,4,0,4,4,8,11,7,7
E02004866,18,40,21,0,0,5,9,5,0,4,4,7,12,4,6
E02004867,18,29,25,0,2,4,15,2,0,4,4,5,16,4,8
E02004911,18,50,28,0,1,0,23,1,0,4,4,5,16,8,6
E02004928,18,33,23,0,5,4,7,1,0,4,4,6,14,6,8
E02004936,18,35,22,0,5,2,7,3,0,4,4,10,8,4,7
E02004960,18,22,24,0,1,2,16,4,0,4,4,5,16,8,6
E02005403,18,36,22,2,2,1,16,3,0,4,4,7,13,7,5
E02005933,18,39,23,0,6,3,10,2,0,5,5,6,14,6,5
E02006011,18,29,24,1,1,3,16,4,0,4,4,7,12,7,4
E02006049,18,38,23,0,3,3,13,4,0,5,5,5,16,5,6
E02006196,18,43,24,1,1,7,10,6,0,4,4,5,15,5,6
E02006225,18,33,23,1,0,12,4,4,1,5,5,13,8,5,7
E02006259,18,67,22,0,1,7,13,0,0,5,5,6,15,5,8
E02006379,18,67,22,0,2,1,13,4,0,4,4,6,12,8,4
E02006866,18,94,29,1,2,4,10,2,1,4,4,4,15,5,6
W02000042,18,5,21,0,4,7,6,3,0,3,3,3,15,6,5
W02000067,18,14,24,1,0,4,17,2,0,4,4,6,15,6,5
W02000200,18,24,26,1,2,1,21,0,0,3,3,4,15,6,3
W02000214,18,38,21,2,5,1,12,2,0,6,6,7,15,6,9
W02000305,18,29,19,0,1,5,10,3,0,4,4,5,15,6,6
W02000308,18,37,23,0,4,3,12,2,0,6,6,10,12,11,7
E02000758,17,72,19,0,2,4,12,0,0,4,4,9,9,6,9
E02001137,17,32,23,0,1,1,16,3,0,4,4,8,11,5,4
E02001196,17,32,18,0,0,10,6,0,0,5,5,7,12,7,7
E02001254,17,33,22,2,0,3,19,0,0,4,4,6,11,4,7
E02001279,17,28,19,0,2,3,14,0,0,5,5,7,13,7,6
E02001445,17,49,23,0,2,4,13,4,0,5,5,8,13,6,6
E02001507,17,38,19,0,4,1,10,1,0,5,5,6,14,8,6
E02001631,17,2,18,0,6,5,6,1,0,5,5,7,13,5,7
E02001749,17,21,18,1,4,4,8,1,0,4,4,5,15,7,6
E02002141,17,27,18,0,2,7,9,0,0,4,4,6,12,4,6
E02002290,17,40,22,0,2,5,13,2,0,4,4,6,12,5,6
E02002507,17,38,22,0,5,7,8,0,0,4,4,6,14,6,7
E02002516,17,33,23,0,4,3,13,1,0,4,4,5,13,4,7
E02002519,17,32,22,0,6,4,10,0,0,5,5,5,17,9,6
E02002547,17,25,22,1,3,7,10,1,0,4,4,8,11,5,6
E02002906,17,37,18,0,5,2,9,2,0,4,4,4,16,7,5
E02002940,17,42,22,0,1,7,12,2,0,4,4,6,11,4,9
E02002995,17,31,23,0,2,5,14,2,0,4,4,6,12,4,7
E02003103,17,56,17,1,5,4,5,3,0,5,5,9,10,5,8
E02003442,17,37,19,0,7,2,8,2,0,5,5,5,15,6,6
E02003453,17,31,30,0,3,3,22,1,0,4,4,5,15,7,5
E02003789,17,43,17,0,9,5,2,1,0,5,5,5,15,6,5
E02003860,17,28,17,1,4,5,7,1,0,4,4,5,14,5,5
E02003866,17,24,19,0,7,1,9,2,0,4,4,6,12,7,6
E02004481,17,42,21,0,3,4,10,1,0,4,4,6,14,5,5
E02004605,17,47,20,1,2,7,8,3,0,4,4,5,14,5,4
E02004638,17,31,24,0,3,4,16,1,0,4,4,10,8,5,5
E02004702,17,70,19,0,6,2,9,1,0,5,5,5,15,7,5
E02004950,17,49,28,0,1,2,24,1,0,4,4,5,12,5,6
E02005257,17,46,21,0,3,2,10,3,0,4,4,8,10,4,6
E02006183,17,34,22,0,1,0,18,3,0,4,4,6,14,9,4
E02006200,17,42,20,0,2,3,11,3,0,5,5,5,17,5,5
E02006211,17,23,25,0,1,7,17,0,0,4,4,9,9,4,7
E02006217,17,36,23,0,4,2,16,1,0,6,6,7,13,7,7
E02006485,17,31,17,0,4,3,7,3,0,5,5,7,13,6,5
E02006499,17,43,21,0,7,2,12,0,0,4,4,6,13,5,7
E02006739,17,22,23,1,2,2,14,4,0,4,4,7,12,5,5
E02006743,17,52,18,0,4,4,7,0,0,4,4,4,15,6,7
W02000055,17,2,23,0,3,6,10,2,0,3,3,3,15,8,4
W02000087,17,12,18,0,5,6,5,1,0,5,5,9,10,7,6
W02000090,17,7,20,0,0,5,9,3,0,4,4,5,13,5,6
W02000212,17,28,28,3,2,2,20,3,0,5,5,8,10,6,6
W02000264,17,39,25,0,1,3,17,3,0,4,4,6,12,7,5
W02000379,17,40,19,0,3,7,8,1,0,4,4,5,14,5,4
W02000385,17,22,19,0,4,3,12,0,0,4,4,6,13,5,8
E02000753,16,67,18,0,6,4,6,2,0,4,4,4,14,5,4
E02001219,16,9,19,2,4,3,12,0,0,4,4,5,13,6,4
E02001271,16,27,19,0,3,2,9,0,0,4,4,6,13,5,5
E02001980,16,47,21,1,0,3,14,2,0,4,4,7,11,6,5
E02002037,16,23,18,0,2,4,11,1,0,4,4,5,13,7,4
E02002120,16,30,22,1,3,4,11,0,0,4,4,5,13,7,5
E02002310,16,37,18,0,3,9,5,1,0,4,4,6,13,7,6
E02002443,16,41,17,1,5,1,8,2,0,4,4,4,16,9,6
E02002561,16,39,18,0,2,2,13,1,0,4,4,8,11,7,5
E02002785,16,51,20,0,7,0,9,2,0,4,4,5,12,4,8
E02002865,16,30,18,0,3,5,9,1,0,4,4,5,13,7,5
E02002953,16,45,21,0,3,2,11,5,0,5,5,5,13,9,5
E02002983,16,16,22,0,1,0,16,2,0,4,4,6,13,5,6
E02003362,16,69,16,1,3,3,6,4,0,5,5,5,13,8,5
E02003379,16,42,19,0,4,2,10,2,0,4,4,4,14,4,7
E02003387,16,38,16,0,5,3,3,5,0,6,6,6,15,6,6
E02003390,16,29,18,0,2,3,9,3,0,5,5,7,12,6,6
E02003449,16,38,20,1,2,3,12,0,0,5,5,8,11,7,5
E02003667,16,61,24,0,1,5,15,3,0,6,6,9,11,6,7
E02003718,16,23,15,0,4,6,5,0,0,4,4,5,13,5,5
E02003844,16,27,20,1,2,6,10,2,0,4,4,4,15,6,7
E02003847,16,47,17,0,4,1,11,1,0,7,7,7,14,9,7
E02003855,16,33,16,0,3,6,2,4,0,5,5,7,12,5,9
E02004153,16,57,18,0,3,2,6,6,0,5,5,5,13,6,5
E02004242,16,41,18,1,8,2,6,2,0,4,4,4,14,7,4
E02004341,16,38,16,0,3,3,9,0,0,6,6,7,12,6,7
E02004414,16,49,24,0,1,1,19,3,0,4,4,6,10,4,6
E02004477,16,45,20,0,4,2,12,0,0,4,4,5,14,5,4
E02004548,16,78,19,0,2,3,7,2,0,5,5,10,9,8,7
E02004649,16,47,15,0,3,2,7,3,0,4,4,5,13,4,8
E02004740,16,43,16,0,6,2,4,4,0,5,5,6,11,7,7
E02004843,16,47,19,1,1,4,12,1,0,4,4,5,13,4,8
E02004871,16,30,18,0,2,5,7,3,0,3,3,3,15,4,4
E02005556,16,63,18,0,4,6,7,1,0,5,5,7,11,5,7
E02005937,16,42,17,0,5,3,4,4,0,5,5,7,10,5,5
E02005974,16,32,15,0,2,3,6,4,0,4,4,4,14,7,5
E02005982,16,29,16,0,5,1,3,6,0,4,4,6,12,5,6
E02006158,16,36,24,0,4,1,15,1,0,6,6,9,10,8,8
E02006171,16,29,20,0,2,3,13,1,0,6,6,6,12,6,8
E02006203,16,29,21,0,3,4,8,2,0,4,4,6,11,6,4
E02006206,16,41,16,0,2,4,9,0,0,5,5,7,12,6,7
E02006207,16,23,19,0,4,4,9,2,0,4,4,4,14,6,4
E02006752,16,36,20,1,4,1,13,2,0,4,4,4,13,7,4
W02000210,16,29,21,1,2,1,16,2,0,4,4,7,10,5,5
W02000262,16,30,21,0,1,8,9,3,0,4,4,7,11,6,5
W02000372,16,23,17,0,4,2,8,3,0,5,5,6,12,5,6
W02000383,16,23,24,0,3,2,16,1,0,5,5,6,12,5,7
E02001190,15,34,18,0,4,3,10,1,0,4,4,6,11,6,6
E02001210,15,33,15,0,6,5,3,1,0,5,5,6,11,5,7
E02001257,15,46,14,0,1,4,6,3,0,6,6,6,13,6,6
E02001265,15,36,15,0,3,7,5,0,0,5,5,9,9,6,7
E02001277,15,41,17,1,1,5,7,3,0,5,5,7,12,6,8
E02001314,15,39,14,0,3,3,6,2,0,5,5,6,12,8,6
E02001353,15,51,13,0,4,2,2,3,0,5,5,6,13,5,8
E02001426,15,27,17,0,2,8,7,0,0,4,4,8,9,5,5
E02001581,15,49,18,0,1,4,10,3,0,4,4,5,11,5,4
E02002041,15,31,19,0,2,4,11,1,0,4,4,5,12,4,5
E02002575,15,54,21,0,4,3,12,2,0,5,5,6,13,7,6
E02002584,15,33,17,0,4,4,6,2,0,5,5,5,13,5,7
E02002928,15,29,16,2,3,2,9,0,0,4,4,4,11,4,5
E02002974,15,17,21,0,0,3,15,2,0,4,4,6,12,6,6
E02003464,15,67,22,0,1,1,17,3,0,4,4,7,10,7,5
E02003808,15,40,15,0,5,5,2,2,0,4,4,5,12,5,5
E02003818,15,18,16,1,4,3,8,1,0,4,4,5,13,4,4
E02004641,15,29,15,0,3,5,3,3,0,5,5,7,11,5,10
E02004915,15,54,17,1,4,5,8,0,0,4,4,5,12,4,5
E02004925,15,35,18,0,3,1,12,1,0,5,5,5,13,6,6
E02004952,15,48,18,0,0,1,16,1,0,5,5,7,12,5,7
E02005374,15,19,15,0,3,7,3,2,0,4,4,7,10,5,4
E02005724,15,33,21,1,1,5,14,1,0,4,4,4,13,4,7
E02005918,15,32,16,0,5,6,2,1,0,4,4,4,15,5,6
E02006085,15,57,20,0,4,0,14,1,0,4,4,7,10,7,6
E02006127,15,48,21,0,1,4,14,2,0,4,4,5,12,4,6
E02006422,15,43,17,0,2,3,10,2,0,4,4,7,9,4,5
E02006615,15,65,18,0,3,0,10,3,0,4,4,7,9,5,5
E02006780,15,54,19,0,2,4,10,2,0,4,4,5,12,7,7
E02006830,15,84,14,1,3,3,4,4,0,4,4,6,11,5,5
W02000229,15,24,16,0,0,5,7,1,0,4,4,4,13,6,4
W02000259,15,31,18,1,1,4,10,1,0,4,4,7,9,6,5
W02000349,15,42,17,0,1,5,5,3,0,6,6,7,12,7,7
W02000362,15,17,23,0,0,2,19,0,0,4,4,7,8,5,6
W02000377,15,34,29,0,1,2,26,0,0,4,4,5,12,8,4
E02001028,14,25,23,0,2,1,14,4,0,5,5,5,11,5,5
E02001104,14,39,17,1,0,6,9,1,0,4,4,6,9,5,5
E02001118,14,19,18,0,1,2,13,1,0,4,4,6,10,7,5
E02001288,14,48,18,0,2,4,9,0,0,5,5,7,9,6,5
E02001698,14,28,12,0,0,4,5,0,0,5,5,6,12,5,6
E02001742,14,20,12,0,1,3,5,1,0,4,4,4,13,4,6
E02002090,14,47,16,0,1,4,10,1,0,4,4,6,9,5,4
E02002137,14,24,22,0,0,3,17,0,0,4,4,5,11,4,4
E02002342,14,32,16,0,4,1,8,2,0,4,4,4,13,5,4
E02002418,14,59,21,0,2,6,10,1,0,5,5,10,7,5,7
E02002545,14,20,25,0,2,0,20,2,0,4,4,4,12,4,4
E02002989,14,32,15,0,3,6,5,0,0,4,4,4,14,6,4
E02002998,14,25,13,0,2,1,8,2,0,4,4,4,13,6,4
E02003850,14,34,14,0,3,4,5,1,0,4,4,6,11,4,9
E02004424,14,38,15,0,4,3,6,0,0,5,5,6,11,5,7
E02004461,14,37,15,0,5,1,4,2,0,4,4,7,7,5,4
E02004613,14,22,14,0,4,3,3,2,0,4,4,5,12,7,4
E02004924,14,31,34,0,1,3,17,0,0,5,5,6,11,5,5
E02005375,14,33,19,0,1,0,16,1,0,5,5,6,11,8,5
E02005638,14,36,18,0,1,1,11,5,0,5,5,6,12,6,6
E02005981,14,34,15,0,4,2,8,1,0,6,6,7,11,6,7
E02006087,14,44,16,0,5,3,6,2,0,4,4,6,10,4,6
E02006178,14,36,18,0,2,0,13,2,0,5,5,8,8,6,7
E02006367,14,38,18,0,5,2,11,0,0,4,4,6,10,4,4
W02000044,14,3,21,0,1,3,13,4,0,3,3,3,13,4,4
W02000084,14,6,16,0,4,5,5,2,0,4,4,5,11,5,6
W02000204,14,19,16,1,0,2,12,1,0,5,5,8,10,5,9
W02000234,14,35,16,0,1,3,10,0,0,7,7,7,13,8,7
W02000337,14,34,16,0,4,2,7,2,0,4,4,4,13,7,4
W02000374,14,23,13,0,5,1,5,2,0,4,4,5,11,5,6
E02001018,13,37,14,0,3,3,7,1,0,5,5,5,10,7,5
E02001101,13,24,17,0,1,1,13,1,0,4,4,6,9,4,5
E02001203,13,18,18,0,1,2,13,2,0,4,4,4,11,4,6
E02001244,13,32,13,1,0,3,8,1,0,4,4,7,9,4,5
E02001258,13,37,16,0,2,5,7,2,0,5,5,6,10,5,6
E02001971,13,40,16,0,3,4,5,1,0,4,4,4,13,4,5
E02002104,13,22,17,0,1,4,11,1,0,4,4,7,8,5,7
E02002311,13,41,15,0,1,2,9,3,0,4,4,4,12,6,4
E02002353,13,40,15,0,3,2,9,0,0,4,4,4,12,4,4
E02002527,13,25,13,0,1,7,5,0,0,3,3,5,10,5,6
E02002614,13,31,14,0,6,0,6,2,0,4,4,4,10,5,4
E02002975,13,26,13,2,0,2,9,2,0,5,5,6,10,5,5
E02002999,13,25,15,0,2,1,11,1,0,4,4,4,11,4,6
E02003096,13,43,13,0,1,2,7,3,0,4,4,5,10,4,5
E02003139,13,59,15,1,5,0,5,5,0,4,4,5,10,5,6
E02003297,13,42,17,0,1,3,12,1,0,5,5,5,13,6,5
E02003649,13,48,19,0,2,2,9,1,0,4,4,4,10,5,4
E02003876,13,48,15,0,2,3,5,5,0,4,4,5,10,7,5
E02004602,13,49,20,0,3,2,12,1,0,4,4,7,9,4,5
E02004803,13,52,14,1,2,3,6,2,0,5,5,5,12,7,5
E02004827,13,37,13,0,2,2,6,3,0,5,5,7,9,5,6
E02005389,13,34,16,0,1,4,10,0,0,4,4,4,11,4,5
E02005690,13,24,15,0,1,5,6,1,0,4,4,7,8,5,7
E02005713,13,32,15,0,2,4,7,2,0,4,4,4,10,5,4
E02005862,13,43,14,1,0,2,7,3,0,5,5,5,12,7,5
E02005970,13,33,14,0,1,6,6,1,0,4,4,6,8,4,5
E02006123,13,35,15,0,1,0,6,4,0,4,4,6,9,6,4
E02006223,13,32,21,0,0,3,18,0,0,5,5,7,10,5,6
E02006686,13,41,14,0,2,6,3,1,0,3,3,3,11,3,5
E02006751,13,30,14,0,2,5,6,1,0,4,4,6,9,5,4
W02000233,13,25,22,0,0,5,16,1,0,4,4,7,7,4,5
W02000331,13,32,15,1,1,2,9,2,0,5,5,7,9,6,6
E02001024,12,40,12,0,1,4,5,0,0,5,5,6,9,6,5
E02001133,12,31,16,1,0,4,10,0,0,4,4,5,10,4,6
E02001223,12,24,15,1,4,2,9,0,0,5,5,6,10,5,5
E02001306,12,36,15,0,4,4,7,0,0,5,5,6,8,5,7
E02001345,12,21,16,0,3,3,10,0,0,4,4,4,10,4,5
E02001626,12,2,14,0,1,4,7,2,0,4,4,4,11,6,5
E02001638,12,26,16,0,3,6,7,0,0,4,4,6,7,5,5
E02002346,12,36,12,0,1,6,3,2,0,4,4,7,7,5,7
E02002524,12,24,18,0,1,1,12,4,0,4,4,5,10,5,5
E02002553,12,32,15,0,4,1,7,0,0,3,3,7,5,3,5
E02002773,12,35,14,0,3,0,8,2,0,4,4,5,8,6,4
E02002934,12,26,15,0,0,3,9,1,0,4,4,5,10,5,4
E02003073,12,27,14,0,3,4,7,0,0,5,5,5,11,5,5
E02003359,12,43,13,0,0,1,8,3,0,5,5,7,8,5,5
E02003641,12,28,17,0,3,1,12,0,0,4,4,5,9,4,4
E02003678,12,28,14,0,3,3,5,2,0,4,4,6,8,5,4
E02003709,12,49,14,0,0,3,9,2,0,4,4,6,8,5,5
E02004680,12,48,15,0,1,2,10,2,0,4,4,6,8,4,4
E02004892,12,40,16,0,0,5,8,0,0,4,4,4,9,5,4
E02005357,12,51,14,0,0,6,5,2,0,4,4,5,9,5,5
E02005416,12,34,16,0,2,2,11,0,0,6,6,6,10,6,7
E02005922,12,67,11,0,5,2,2,1,0,5,5,8,8,6,5
E02006006,12,40,16,0,6,3,5,2,0,4,4,5,8,4,5
E02006524,12,40,15,0,4,1,7,3,0,4,4,5,10,6,6
E02006735,12,45,12,0,3,3,5,1,0,4,4,4,11,5,4
E02001215,11,11,12,0,2,1,6,0,1,4,4,4,8,4,4
E02001220,11,34,16,0,1,6,9,0,0,4,4,7,6,5,4
E02001231,11,35,16,1,0,2,13,1,0,4,4,5,9,6,5
E02001762,11,26,14,0,2,1,10,1,0,4,4,5,7,4,6
E02002028,11,26,14,0,1,2,10,1,0,4,4,5,9,4,4
E02002330,11,30,11,0,2,4,4,1,0,5,5,5,9,6,7
